SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1125.00,1129.95,1098.05,1102.95,1102.95,1118.75,1057,6540,7278076.00,
500003,AEGIS LOGIS ,B ,Q,370.00,374.00,365.00,367.95,368.50,371.60,529,3838,1420850.00,
500008,AMAR RAJA BA,A ,Q,705.00,730.00,687.00,718.50,718.50,703.65,8799,123562,88421001.00,
500009,A.SARABHAI  ,B ,Q,5.37,5.91,5.37,5.71,5.71,5.63,151,22919,131572.00,
500010,HDFC        ,A ,Q,1117.05,1147.50,1117.05,1142.05,1137.05,1124.45,4581,86015,98030664.00,
500012,ANDHRA PETRO,B ,Q,9.45,9.85,9.05,9.22,9.22,9.43,253,88611,828682.00,
500013,ANSAL INFRAS,B ,Q,31.20,31.55,30.60,30.80,30.60,31.20,293,14290,442730.00,
500014,APPLE FINANC,B ,Q,3.01,3.09,2.70,2.95,2.95,2.82,141,38738,115792.00,
500020,BOM DYEING  ,B ,Q,71.65,72.30,70.65,70.85,70.85,71.30,3407,289733,20685402.00,
500023,ASIANHOTNR  ,B ,Q,117.25,121.90,117.25,120.00,120.00,119.05,18,2249,268890.00,
500024,ASSAMCO     ,B ,Q,4.98,4.98,4.47,4.51,4.51,4.49,794,224763,1017576.00,
500027,ATUL LTD.   ,A ,Q,1346.20,1363.00,1333.45,1345.15,1336.10,1334.85,683,54075,72683904.00,
500028,ATV PROJECTS,T ,Q,3.26,3.59,3.26,3.59,3.59,3.42,85,13442,46091.00,
500029,AUTOLITE(I) ,B ,Q,38.20,38.20,34.50,35.55,35.75,37.15,330,11382,408460.00,
500030,AUTORID.FIN ,B ,Q,1.63,1.63,1.63,1.63,1.63,1.71,8,5399,8800.00,
500031,BAJAJ ELECT.,A ,Q,276.00,282.30,275.00,276.60,276.60,276.00,1765,37124,10311240.00,
500032,BAJAJHIND.LT,B ,Q,19.65,21.05,19.45,20.50,20.50,19.35,6103,1410986,28829002.00,
500033,FORCE MOTR  ,B ,Q,1271.85,1352.00,1267.00,1313.10,1313.10,1262.65,28840,471924,624251680.00,
500034,BAJFINANCE  ,A ,Q,2910.00,2999.00,2908.30,2977.85,2999.00,2898.45,1028,4408,12981727.00,
500038,BALRAM.CHINI,A ,Q,55.15,56.45,53.50,54.30,54.30,54.85,2538,363590,19908489.00,
500039,BANCO PROD. ,B ,Q,163.00,163.50,159.50,160.10,160.10,161.25,822,20148,3266097.00,
500040,CENTURY TEXT,A ,Q,588.20,594.50,577.35,580.60,580.60,583.20,3543,78223,45955352.00,
500041,BANNARI AMAN,B ,Q,1304.25,1320.00,1300.00,1304.35,1301.00,1330.05,40,241,313985.00,
500042,BASF INDIA  ,B ,Q,1202.15,1283.00,1193.95,1266.90,1266.90,1193.15,2937,18230,22873804.00,
500043,BATA INDIA  ,A ,Q,1258.00,1266.70,1238.60,1245.40,1245.40,1251.85,775,7141,8931023.00,
500046,BEST&CROMPT.,Z ,Q,4.05,4.05,3.98,3.98,3.98,4.18,48,12504,49875.00,
500048,BEML LTD    ,A ,Q,736.80,745.00,721.00,726.00,726.00,740.70,5641,73243,53535216.00,
