SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
413228,PENNAR STEEL,B ,Q,55.10,56.15,55.10,58.70,56.15,53.95,10,235,13119.00,
500002,ABB LTD.    ,A ,Q,1151.00,1180.00,1101.00,1164.15,1164.15,1149.65,4642,119180,137225356.00,
500003,AEGIS LOGIS ,B ,Q,350.00,364.00,348.80,351.45,351.45,345.40,940,11580,4130640.00,
500008,AMAR RAJA BA,A ,Q,665.00,665.00,649.20,651.40,651.15,658.65,1128,10192,6676968.00,
500009,A.SARABHAI  ,B ,Q,4.57,5.05,4.57,4.98,4.98,4.81,102,15731,78084.00,
500010,HDFC        ,A ,Q,1049.55,1056.00,1038.50,1046.95,1046.95,1046.70,2327,37369,39176376.00,
500012,ANDHRA PETRO,B ,Q,9.90,9.90,9.20,9.48,9.48,9.40,97,11789,110765.00,
500013,ANSAL INFRAS,B ,Q,31.60,32.15,31.20,31.95,32.05,31.05,186,10942,346568.00,
500014,APPLE FINANC,B ,Q,2.94,2.94,2.72,2.85,2.90,2.94,59,7519,21598.00,
500020,BOM DYEING  ,B ,Q,65.50,66.70,64.80,66.15,66.15,65.20,2965,229489,15108055.00,
500023,ASIANHOTNR  ,B ,Q,130.00,132.00,126.55,127.00,127.00,126.25,42,1315,167415.00,
500024,ASSAMCO     ,B ,Q,4.47,4.52,4.40,4.44,4.44,4.47,613,99908,445311.00,
500027,ATUL LTD.   ,A ,Q,1212.45,1228.40,1190.30,1211.75,1204.00,1212.45,1618,10000,12088790.00,
500028,ATV PROJECTS,T ,Q,2.91,2.93,2.91,2.93,2.93,3.00,21,1072,3123.00,
500029,AUTOLITE(I) ,B ,Q,27.75,27.75,26.35,27.15,27.15,27.35,60,26662,718969.00,
500030,AUTORID.FIN ,B ,Q,1.83,2.23,1.83,2.22,2.22,2.03,10,4252,8582.00,
500031,BAJAJ ELECT.,A ,Q,287.00,288.30,281.00,282.45,282.45,284.10,1705,256558,73085652.00,
500032,BAJAJHIND.LT,B ,Q,20.00,20.00,19.25,19.40,19.40,19.90,1172,316583,6170712.00,
500033,FORCE MOTR  ,B ,Q,1366.00,1370.00,1316.60,1324.00,1324.00,1347.30,11814,195984,262308617.00,
500034,BAJFINANCE  ,A ,Q,2820.30,2835.00,2720.00,2754.35,2730.00,2814.90,1176,4491,12377325.00,
500038,BALRAM.CHINI,A ,Q,56.50,56.60,54.75,54.95,54.95,56.15,702,45627,2523043.00,
500039,BANCO PROD. ,B ,Q,150.25,153.20,150.00,150.25,150.00,150.30,1222,135296,20329713.00,
500040,CENTURY TEXT,A ,Q,524.00,529.80,517.55,522.30,522.30,522.00,2628,81831,42734792.00,
500041,BANNARI AMAN,B ,Q,1322.95,1324.00,1250.50,1269.50,1250.50,1285.90,47,266,340609.00,
500042,BASF INDIA  ,B ,Q,1200.00,1210.05,1170.00,1174.80,1174.80,1197.25,1166,8202,9716923.00,
500043,BATA INDIA  ,A ,Q,1255.00,1279.90,1240.00,1263.70,1264.00,1244.15,2190,17327,21924690.00,
500046,BEST&CROMPT.,Z ,Q,4.09,4.09,4.09,4.09,4.09,3.90,16,1970,8057.00,
500048,BEML LTD    ,A ,Q,665.55,677.80,651.00,660.90,660.90,660.65,5364,60411,40195427.00,
500049,BHARAT ELECT,A ,Q,2068.00,2069.25,2020.00,2042.95,2042.50,2047.65,1084,4876,9987239.00,
500051,BHAG GAS    ,Z ,Q,0.96,0.96,0.96,0.96,0.96,0.99,6,1500,1440.00,
500052,BHANSALI ENG,B ,Q,15.00,15.80,14.65,14.75,14.70,15.80,65,9103,138198.00,
500055,BHUSH STEEL ,A ,Q,107.00,107.00,104.70,105.20,105.20,105.75,1057,45275,4779690.00,
500057,ABCIL       ,B ,Q,256.90,270.55,255.05,266.45,266.45,256.45,1432,26080,6904997.00,
500058,BIHAR SPONGE,T ,Q,2.93,3.00,2.93,2.96,2.96,3.01,20,1800,5359.00,
500059,BINANI IND. ,B ,Q,112.25,116.30,111.25,113.55,113.55,111.05,925,22503,2569540.00,
500060,BIRLA ERIC. ,T ,Q,82.10,85.00,80.00,80.60,80.60,83.75,389,33062,2690481.00,
500067,BLUE STAR   ,B ,Q,342.00,343.50,332.35,338.05,338.05,340.65,621,6921,2348297.00,
500068,DISA INDIA  ,B ,Q,3675.00,3675.00,3575.00,3605.00,3605.00,3670.00,16,153,561130.00,
500069,BNK CAPITAL ,B ,Q,36.30,37.90,36.30,36.55,36.50,36.50,52,232,8562.00,
500074,BPL LTD.    ,B ,Q,19.20,19.70,18.95,19.05,19.05,19.30,494,45363,871680.00,
500078,CAMPH.& ALL ,B ,Q,344.00,354.00,344.00,351.15,347.90,341.30,113,2081,728517.00,
500083,CENTURY EXT ,B ,Q,2.12,2.12,1.78,1.88,1.90,1.85,388,15487,28641.00,
500084,CESC LTD.   ,A ,Q,667.00,679.15,656.10,659.05,659.05,664.60,2025,30085,20087818.00,
500085,CHAMBAL FERT,B ,Q,62.10,63.00,61.55,61.80,61.65,61.85,1050,58805,3661545.00,
500086,EXIDE IND.  ,A ,Q,156.20,157.95,153.60,154.85,154.85,155.90,2475,154016,23905033.00,
500087,CIPLA LTD.  ,A ,Q,650.00,657.65,648.50,655.60,655.60,645.45,6333,181308,118578605.00,
500089,DIC INDIA   ,B ,Q,385.00,427.75,385.00,410.30,410.30,388.90,1461,21160,8770525.00,
500092,CRISIL LTD  ,A ,Q,1832.10,1834.85,1805.00,1819.95,1805.00,1817.10,314,796,1450992.00,
500093,CROMPT.GREAV,A ,Q,183.15,184.15,178.60,181.35,181.35,180.90,12073,663254,120297147.00,
500095,WYETH LTD.  ,B ,Q,1059.95,1062.00,1020.00,1039.80,1039.80,1064.35,370,1636,1704297.00,
500096,DABUR (I)   ,A ,Q,212.50,218.60,212.00,217.95,217.95,213.30,3843,162909,35241027.00,
500097,DALMIASUG   ,B ,Q,21.40,21.55,21.00,21.55,21.55,21.45,45,1390,29923.00,
500101,ARVIND Ltd  ,A ,Q,289.00,297.60,289.00,296.30,296.30,288.85,8971,337668,99594968.00,
500102,BALARPUR IND,B ,Q,17.35,17.45,17.00,17.05,17.05,17.10,894,246894,4238373.00,
500103,BHEL        ,A ,Q,257.65,258.40,251.00,254.35,254.35,255.05,12695,588523,149419801.00,
