SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1129.50,1168.90,1111.00,1122.50,1122.50,1129.40,2653,19965,22818424.00,
500003,AEGIS LOGIS ,B ,Q,385.00,401.95,385.00,395.80,395.80,378.60,2922,50628,20006137.00,
500008,AMAR RAJA BA,A ,Q,700.00,709.65,693.00,700.40,700.40,697.10,1265,14003,9815004.00,
500009,A.SARABHAI  ,B ,Q,5.03,5.51,5.02,5.51,5.51,5.25,95,22869,123639.00,
500010,HDFC        ,A ,Q,1127.00,1133.35,1100.25,1126.80,1121.10,1126.15,4048,53471,59540204.00,
500012,ANDHRA PETRO,B ,Q,9.37,9.50,9.20,9.25,9.25,9.37,146,38295,358063.00,
500013,ANSAL INFRAS,B ,Q,31.65,32.45,31.60,31.95,31.95,31.80,538,32685,1045355.00,
500014,APPLE FINANC,B ,Q,3.14,3.15,2.89,2.93,2.90,3.07,90,16172,47566.00,
500020,BOM DYEING  ,B ,Q,69.15,69.35,68.00,68.25,68.25,69.15,2402,185525,12744725.00,
500023,ASIANHOTNR  ,B ,Q,125.00,130.00,121.35,126.40,124.05,124.20,68,2847,355995.00,
500024,ASSAMCO     ,B ,Q,4.50,4.83,4.50,4.75,4.75,4.38,1942,755147,3531850.00,
500027,ATUL LTD.   ,A ,Q,1345.00,1370.00,1334.80,1354.95,1355.00,1342.20,1215,33836,45917326.00,
500028,ATV PROJECTS,T ,Q,3.52,3.88,3.52,3.58,3.88,3.70,79,14087,51940.00,
500029,AUTOLITE(I) ,B ,Q,30.35,42.00,30.00,38.50,38.50,35.00,940,33989,1256169.00,
500030,AUTORID.FIN ,B ,Q,1.41,1.41,1.41,1.41,1.41,1.48,4,2005,2827.00,
500031,BAJAJ ELECT.,A ,Q,235.00,238.00,230.50,231.45,231.45,233.85,4039,134513,31365278.00,
500032,BAJAJHIND.LT,B ,Q,22.00,22.70,21.75,22.50,22.50,22.15,2938,719831,16022758.00,
500033,FORCE MOTR  ,B ,Q,1284.95,1318.00,1282.50,1295.20,1295.20,1282.25,8746,114731,149150009.00,
500034,BAJFINANCE  ,A ,Q,2981.00,3375.00,2981.00,3278.60,3225.50,2969.55,2761,11766,37743456.00,
500038,BALRAM.CHINI,A ,Q,63.80,66.90,63.70,65.35,65.35,64.35,4699,250107,16386194.00,
500039,BANCO PROD. ,B ,Q,165.00,165.40,161.70,164.80,164.80,163.00,990,25423,4145051.00,
500040,CENTURY TEXT,A ,Q,574.90,593.90,574.90,584.35,584.35,574.90,4108,115534,67603997.00,
500041,BANNARI AMAN,B ,Q,1366.10,1377.50,1330.00,1339.90,1339.90,1396.20,44,172,233670.00,
500042,BASF INDIA  ,B ,Q,1333.70,1336.45,1281.05,1294.85,1294.85,1322.80,1242,5065,6583427.00,
500043,BATA INDIA  ,A ,Q,1319.60,1340.40,1302.00,1331.70,1331.70,1311.90,2255,29976,39640043.00,
500046,BEST&CROMPT.,Z ,Q,4.17,4.17,3.79,3.80,3.80,3.98,25,3175,12248.00,
500048,BEML LTD    ,A ,Q,684.00,712.40,678.25,700.80,700.80,728.20,10037,117448,82244823.00,
500049,BHARAT ELECT,A ,Q,2255.00,2297.00,2243.00,2275.00,2275.00,2249.15,1761,8660,19686332.00,
500051,BHAG GAS    ,Z ,Q,0.88,0.88,0.87,0.87,0.87,0.91,6,1140,1001.00,
500052,BHANSALI ENG,B ,Q,16.20,16.20,15.00,15.05,15.50,15.30,18,758,11405.00,
500055,BHUSH STEEL ,A ,Q,104.00,107.20,101.00,104.60,104.60,106.80,2195,86224,9020239.00,
500057,ABCIL       ,B ,Q,248.70,249.70,240.00,240.65,240.65,246.95,293,6122,1501367.00,
500058,BIHAR SPONGE,T ,Q,3.20,3.20,3.16,3.16,3.16,3.32,31,13250,42050.00,
500059,BINANI IND. ,B ,Q,113.10,115.30,112.00,113.35,113.35,112.80,717,38190,4317868.00,
500060,BIRLA ERIC. ,T ,Q,62.75,69.30,62.75,68.10,69.00,66.05,862,128574,8315610.00,
500067,BLUE STAR   ,B ,Q,355.70,379.00,353.00,365.35,365.35,354.35,1953,28542,10512759.00,
500068,DISA INDIA  ,B ,Q,3700.00,3700.00,3622.00,3651.60,3647.00,3700.00,20,26,95081.00,
500069,BNK CAPITAL ,B ,Q,35.00,35.00,35.00,35.00,35.00,35.55,4,715,25025.00,
500074,BPL LTD.    ,B ,Q,23.00,23.00,22.15,22.20,22.20,22.15,427,36782,831049.00,
