SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1134.00,1144.50,1110.00,1116.75,1110.00,1127.20,889,5063,5700144.00,
500003,AEGIS LOGIS ,B ,Q,461.00,485.00,448.70,464.05,464.05,443.85,20325,306768,144487832.00,
500008,AMAR RAJA BA,A ,Q,729.00,795.45,727.85,783.40,783.40,726.05,6922,91442,69690723.00,
500009,A.SARABHAI  ,B ,Q,5.20,5.49,5.13,5.24,5.16,5.38,80,9597,50197.00,
500010,HDFC        ,A ,Q,1104.50,1122.90,1101.55,1116.60,1116.60,1105.40,3192,46398,51570867.00,
500012,ANDHRA PETRO,B ,Q,9.29,9.44,9.00,9.07,9.07,9.23,268,68388,631435.00,
500013,ANSAL INFRAS,B ,Q,32.40,32.95,31.70,31.90,31.90,32.40,547,29548,959469.00,
500014,APPLE FINANC,B ,Q,2.84,2.98,2.84,2.85,2.85,2.85,64,30139,86962.00,
500020,BOM DYEING  ,B ,Q,69.50,70.70,68.15,68.45,68.45,69.35,3680,285209,19811082.00,
500023,ASIANHOTNR  ,B ,Q,122.00,125.75,120.00,124.00,124.00,121.95,103,7153,862736.00,
500024,ASSAMCO     ,B ,Q,4.98,5.17,4.77,4.80,4.80,4.90,2273,630210,3158351.00,
500027,ATUL LTD.   ,A ,Q,1363.00,1373.95,1340.00,1347.15,1346.10,1349.25,994,3721,5040579.00,
500028,ATV PROJECTS,T ,Q,3.36,3.69,3.36,3.65,3.52,3.52,76,34240,123450.00,
500029,AUTOLITE(I) ,B ,Q,39.95,39.95,36.80,37.55,38.00,39.70,131,2845,108159.00,
500030,AUTORID.FIN ,B ,Q,1.28,1.28,1.28,1.28,1.28,1.34,12,6525,8352.00,
500031,BAJAJ ELECT.,A ,Q,238.00,241.00,235.10,236.00,236.00,236.40,5017,121164,28928201.00,
500032,BAJAJHIND.LT,B ,Q,24.80,25.20,22.95,23.20,23.20,23.90,6635,1489027,36113514.00,
500033,FORCE MOTR  ,B ,Q,1340.00,1384.00,1312.30,1328.35,1328.35,1325.60,21349,379632,514282309.00,
500034,BAJFINANCE  ,A ,Q,3182.45,3210.70,3036.30,3094.25,3094.25,3170.65,2793,10730,33519640.00,
500038,BALRAM.CHINI,A ,Q,69.80,71.15,66.60,67.10,67.10,68.35,7937,655336,45230664.00,
500039,BANCO PROD. ,B ,Q,179.50,180.85,172.05,177.40,177.40,177.60,3128,187242,32913569.00,
500040,CENTURY TEXT,A ,Q,582.00,584.85,547.00,550.55,550.55,580.40,4373,130381,73641691.00,
500041,BANNARI AMAN,B ,Q,1394.90,1395.00,1360.00,1367.25,1360.00,1378.65,35,158,217366.00,
500042,BASF INDIA  ,B ,Q,1312.00,1321.00,1261.05,1269.55,1274.00,1311.30,1326,7511,9606273.00,
