SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1127.25,1137.40,1116.50,1127.20,1127.20,1122.50,1035,9323,10494748.00,
500003,AEGIS LOGIS ,B ,Q,400.00,463.35,400.00,443.85,443.85,395.80,14990,255972,112155678.00,
500008,AMAR RAJA BA,A ,Q,702.00,729.50,701.10,726.05,726.05,700.40,2594,34754,24932180.00,
500009,A.SARABHAI  ,B ,Q,5.26,5.70,5.26,5.38,5.38,5.51,107,17139,93647.00,
500010,HDFC        ,A ,Q,1127.00,1130.00,1101.20,1105.40,1105.40,1126.80,4145,79493,88077042.00,
500012,ANDHRA PETRO,B ,Q,9.15,9.54,9.11,9.23,9.23,9.25,198,53877,505002.00,
500013,ANSAL INFRAS,B ,Q,32.30,33.20,31.90,32.40,32.40,31.95,791,50207,1641014.00,
500014,APPLE FINANC,B ,Q,3.14,3.14,2.82,2.85,2.85,2.93,64,12646,36930.00,
500020,BOM DYEING  ,B ,Q,68.45,71.50,68.45,69.35,69.35,68.25,4695,406967,28559890.00,
500023,ASIANHOTNR  ,B ,Q,123.25,127.00,119.50,121.95,122.40,126.40,402,119074,14330318.00,
500024,ASSAMCO     ,B ,Q,4.89,5.13,4.75,4.90,4.90,4.75,3018,1081890,5386320.00,
500027,ATUL LTD.   ,A ,Q,1362.95,1372.00,1340.00,1349.25,1347.00,1354.95,738,69665,94703980.00,
500028,ATV PROJECTS,T ,Q,3.57,3.75,3.44,3.52,3.52,3.58,82,10560,37517.00,
500029,AUTOLITE(I) ,B ,Q,39.00,40.95,38.90,39.70,39.70,38.50,550,20845,835381.00,
500030,AUTORID.FIN ,B ,Q,1.34,1.34,1.34,1.34,1.34,1.41,12,3111,4168.00,
500031,BAJAJ ELECT.,A ,Q,234.00,238.45,231.40,236.40,236.40,231.45,6619,175911,41502793.00,
500032,BAJAJHIND.LT,B ,Q,23.00,25.15,23.00,23.90,23.90,22.50,13027,3135802,76042620.00,
500033,FORCE MOTR  ,B ,Q,1297.00,1339.00,1293.15,1325.60,1325.60,1295.20,13780,230609,304100376.00,
500034,BAJFINANCE  ,A ,Q,3270.00,3270.00,3160.00,3170.65,3170.65,3278.60,856,2116,6760067.00,
500038,BALRAM.CHINI,A ,Q,66.90,74.25,66.50,68.35,68.35,65.35,15098,1100086,77463240.00,
500039,BANCO PROD. ,B ,Q,164.65,181.00,164.65,177.60,177.60,164.80,7059,234924,41437333.00,
500040,CENTURY TEXT,A ,Q,584.50,588.50,575.75,580.40,580.40,584.35,2229,72570,42273375.00,
500041,BANNARI AMAN,B ,Q,1370.00,1420.00,1350.40,1378.65,1377.90,1339.90,108,384,531205.00,
500042,BASF INDIA  ,B ,Q,1349.90,1349.90,1298.00,1311.30,1311.30,1294.85,696,4798,6314099.00,
500043,BATA INDIA  ,A ,Q,1327.30,1344.00,1309.55,1315.00,1315.00,1331.70,1202,19701,26001495.00,
500046,BEST&CROMPT.,Z ,Q,3.61,3.61,3.61,3.61,3.61,3.80,17,3701,13360.00,
500048,BEML LTD    ,A ,Q,700.00,719.75,700.00,709.85,709.85,700.80,3947,52113,37119679.00,
500049,BHARAT ELECT,A ,Q,2290.00,2330.00,2248.05,2258.85,2258.85,2275.00,1698,7993,18295364.00,
500051,BHAG GAS    ,Z ,Q,0.91,0.91,0.91,0.91,0.91,0.87,6,350,318.00,
500052,BHANSALI ENG,B ,Q,14.80,15.50,14.55,15.25,15.25,15.05,18,899,13636.00,
500055,BHUSH STEEL ,A ,Q,105.25,106.90,104.30,104.65,104.65,104.60,1412,70526,7409181.00,
500057,ABCIL       ,B ,Q,241.50,245.00,239.50,243.05,243.05,240.65,491,6329,1533794.00,
500058,BIHAR SPONGE,T ,Q,3.06,3.19,3.01,3.12,3.18,3.16,60,8438,26006.00,
500059,BINANI IND. ,B ,Q,115.40,115.45,112.00,112.50,112.50,113.35,606,25679,2920956.00,
500060,BIRLA ERIC. ,T ,Q,66.00,69.50,66.00,69.05,69.10,68.10,346,34646,2369206.00,
500067,BLUE STAR   ,B ,Q,369.95,375.00,366.70,370.65,370.65,365.35,1964,26293,9749305.00,
500068,DISA INDIA  ,B ,Q,4095.00,4095.00,3665.00,3671.30,3671.30,3651.60,99,236,871402.00,
500069,BNK CAPITAL ,B ,Q,35.00,38.45,35.00,35.75,35.75,35.00,72,1321,46941.00,
500074,BPL LTD.    ,B ,Q,22.05,22.85,22.00,22.20,22.20,22.20,394,34823,780796.00,
500078,CAMPH.& ALL ,B ,Q,333.00,335.00,322.00,328.20,327.00,333.25,283,8113,2678953.00,
500083,CENTURY EXT ,B ,Q,2.14,2.15,1.91,1.94,2.00,2.00,481,17578,35019.00,
500084,CESC LTD.   ,A ,Q,751.55,754.30,732.00,734.30,734.30,747.40,1386,32965,24362630.00,
500085,CHAMBAL FERT,B ,Q,70.85,70.85,68.10,68.40,68.40,70.40,2460,142128,9848557.00,
500086,EXIDE IND.  ,A ,Q,162.25,163.75,160.80,162.15,162.15,162.25,1544,102059,16544705.00,
500087,CIPLA LTD.  ,A ,Q,612.00,616.70,606.00,608.20,608.20,612.95,6714,148190,90488889.00,
500089,DIC INDIA   ,B ,Q,414.70,414.85,408.95,412.10,412.10,406.75,237,2270,936815.00,
500092,CRISIL LTD  ,A ,Q,1939.90,1955.00,1895.00,1917.60,1920.00,1932.95,909,2921,5598738.00,
500093,CROMPT.GREAV,A ,Q,194.50,203.90,192.95,202.85,202.85,193.90,14757,1005362,199628458.00,
500095,WYETH LTD.  ,B ,Q,1110.00,1141.00,1110.00,1134.85,1127.05,1114.80,564,2580,2907527.00,
500096,DABUR (I)   ,A ,Q,235.90,237.50,231.25,232.20,231.70,235.65,1061,41446,9670864.00,
500097,DALMIASUG   ,B ,Q,24.40,25.70,24.40,24.90,24.80,24.20,201,43759,1100101.00,
500101,ARVIND Ltd  ,A ,Q,287.70,294.00,284.40,292.55,292.55,287.15,8275,353686,102331472.00,
500102,BALARPUR IND,B ,Q,17.40,18.15,17.15,17.60,17.60,17.25,3049,861360,15223172.00,
500103,BHEL        ,A ,Q,249.50,255.20,249.45,254.15,254.15,249.15,8296,406682,102911990.00,
500104,HIND.PETRO  ,A ,Q,547.80,554.50,535.65,537.45,537.45,548.95,5695,108650,59211646.00,
500106,IFCI LTD    ,A ,Q,39.15,41.40,38.90,40.90,40.90,39.15,11411,2827099,114595569.00,
500108,MAHA.TELE   ,B ,Q,28.50,29.60,28.30,29.25,29.25,28.05,3191,646452,18799534.00,
500109,MRPL        ,A ,Q,57.30,58.10,57.00,57.15,57.15,57.20,1328,95887,5520320.00,
500110,CHENNAI PET.,B ,Q,94.10,95.55,93.00,93.25,93.25,94.50,1543,98012,9208624.00,
500111,REL.CAP.    ,A ,Q,504.90,528.60,504.90,523.25,523.25,502.15,43063,1339562,697703585.00,
500112,STATE BANK  ,A ,Q,2955.00,2977.85,2926.00,2939.55,2939.55,2940.15,34080,425021,1255828157.00,
500113,STEEL AUTH. ,A ,Q,85.35,89.00,85.00,87.45,87.45,85.40,6198,572993,50254232.00,
500114,TITAN       ,A ,Q,376.20,377.00,371.70,372.95,372.95,376.85,3334,135396,50601405.00,
500116,IDBI BANK L ,A ,Q,70.75,74.00,70.75,73.80,73.80,71.00,6054,553215,40420340.00,
