SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1120.00,1125.40,1090.00,1102.00,1102.00,1116.80,1165,7458,8211999.00,
500003,AEGIS LOGIS ,B ,Q,451.30,453.00,411.40,420.75,420.75,450.60,2278,30361,13180985.00,
500008,AMAR RAJA BA,A ,Q,749.70,790.00,746.95,765.65,765.65,743.25,6465,86529,66088052.00,
500009,A.SARABHAI  ,B ,Q,5.06,5.20,5.04,5.04,5.04,5.21,55,6513,33202.00,
500010,HDFC        ,A ,Q,1134.00,1154.00,1126.45,1144.60,1144.60,1134.20,4996,112367,128408928.00,
500012,ANDHRA PETRO,B ,Q,8.86,8.90,8.56,8.67,8.67,8.91,192,53424,462621.00,
500013,ANSAL INFRAS,B ,Q,30.95,31.30,29.50,29.70,30.05,30.95,497,29068,874731.00,
500014,APPLE FINANC,B ,Q,3.85,3.87,3.20,3.26,3.26,3.65,206,65720,218233.00,
500020,BOM DYEING  ,B ,Q,71.60,72.45,68.30,69.10,69.10,70.65,10433,1003873,70602089.00,
500023,ASIANHOTNR  ,B ,Q,115.25,122.80,115.25,116.90,116.50,120.15,49,958,113673.00,
500024,ASSAMCO     ,B ,Q,4.89,4.89,4.51,4.57,4.57,4.81,372,336613,1555896.00,
500027,ATUL LTD.   ,A ,Q,1315.00,1329.95,1276.40,1296.40,1276.40,1306.60,881,17347,22695762.00,
500028,ATV PROJECTS,T ,Q,3.52,3.52,3.52,3.52,3.52,3.57,16,1776,6251.00,
500029,AUTOLITE(I) ,B ,Q,36.00,38.00,31.60,37.40,38.00,37.45,51,2145,79222.00,
500030,AUTORID.FIN ,B ,Q,1.06,1.06,1.06,1.06,1.06,1.11,14,16050,17013.00,
500031,BAJAJ ELECT.,A ,Q,217.05,221.00,201.00,203.35,203.35,217.60,6342,185292,38644563.00,
500032,BAJAJHIND.LT,B ,Q,21.30,21.85,20.00,20.25,20.25,21.30,3839,692247,14306198.00,
500033,FORCE MOTR  ,B ,Q,1289.00,1293.90,1235.00,1252.30,1252.30,1284.95,8612,121592,152938314.00,
500034,BAJFINANCE  ,A ,Q,3060.00,3068.95,2975.00,2999.40,3019.00,3047.90,662,4078,12303654.00,
500038,BALRAM.CHINI,A ,Q,63.10,64.20,59.90,60.15,60.15,62.55,3058,190601,11833472.00,
500039,BANCO PROD. ,B ,Q,179.60,180.00,168.20,176.60,179.25,178.70,2069,64153,11119950.00,
500040,CENTURY TEXT,A ,Q,550.15,550.15,525.00,536.30,536.30,550.15,3392,106435,56821600.00,
500041,BANNARI AMAN,B ,Q,1308.10,1344.00,1251.00,1299.90,1299.90,1309.00,38,187,243156.00,
500042,BASF INDIA  ,B ,Q,1276.10,1276.15,1230.75,1259.75,1259.75,1268.80,887,5063,6314157.00,
500043,BATA INDIA  ,A ,Q,1293.90,1293.90,1257.45,1264.10,1264.10,1288.05,1277,12023,15286422.00,
500046,BEST&CROMPT.,Z ,Q,3.53,3.53,3.53,3.53,3.53,3.71,3,150,529.00,
500048,BEML LTD    ,A ,Q,717.60,720.40,686.50,693.25,693.25,717.40,3061,39127,27385287.00,
500049,BHARAT ELECT,A ,Q,2327.00,2328.00,2250.00,2272.85,2272.85,2307.40,2984,55804,127492532.00,
500051,BHAG GAS    ,Z ,Q,0.99,0.99,0.95,0.95,0.95,0.99,14,3362,3235.00,
500052,BHANSALI ENG,B ,Q,14.70,14.70,14.00,14.60,14.60,14.95,16,806,11477.00,
500055,BHUSH STEEL ,A ,Q,101.60,102.10,98.75,99.00,98.80,101.35,1717,70185,7004354.00,
500057,ABCIL       ,B ,Q,240.00,241.00,225.05,227.60,227.60,241.70,510,8805,2023500.00,
500058,BIHAR SPONGE,T ,Q,2.99,3.00,2.82,2.85,2.82,2.95,25,12206,36282.00,
500059,BINANI IND. ,B ,Q,103.90,104.65,100.00,101.05,101.05,105.45,619,16699,1694462.00,
500060,BIRLA ERIC. ,T ,Q,66.00,66.45,60.65,61.80,62.35,63.80,273,19873,1227678.00,
500067,BLUE STAR   ,B ,Q,346.00,350.90,336.00,346.55,348.00,345.55,1247,9695,3338393.00,
500068,DISA INDIA  ,B ,Q,3580.15,3599.95,3500.00,3599.95,3599.95,3684.00,22,128,455424.00,
500069,BNK CAPITAL ,B ,Q,32.15,32.15,32.15,32.15,32.15,33.00,2,8,257.00,
500074,BPL LTD.    ,B ,Q,21.75,21.95,20.35,20.70,20.70,21.80,433,45223,944534.00,
500078,CAMPH.& ALL ,B ,Q,319.50,335.00,301.00,320.35,330.00,309.45,261,9154,2881833.00,
500083,CENTURY EXT ,B ,Q,2.08,2.15,2.01,2.05,2.05,2.12,40,8842,18136.00,
500084,CESC LTD.   ,A ,Q,704.60,704.60,667.45,676.30,676.30,699.15,2110,21871,14832717.00,
500085,CHAMBAL FERT,B ,Q,65.05,65.05,61.80,62.10,62.45,65.30,2742,153994,9651620.00,
500086,EXIDE IND.  ,A ,Q,157.80,158.15,147.85,151.90,151.90,157.20,3433,1234528,185537110.00,
500087,CIPLA LTD.  ,A ,Q,615.80,630.00,607.50,624.10,624.10,617.95,6900,152317,93973511.00,
500089,DIC INDIA   ,B ,Q,400.00,400.35,376.25,379.55,380.10,396.45,871,2507,961365.00,
500092,CRISIL LTD  ,A ,Q,1865.00,1884.70,1840.00,1848.30,1855.00,1860.35,670,1816,3371630.00,
500093,CROMPT.GREAV,A ,Q,204.80,205.50,189.70,197.55,197.55,204.20,21227,913317,179234898.00,
500095,WYETH LTD.  ,B ,Q,1130.65,1140.00,1112.40,1130.80,1133.00,1129.05,374,1799,2024405.00,
500096,DABUR (I)   ,A ,Q,238.80,244.70,238.00,241.95,241.95,235.85,5128,228092,55233938.00,
500097,DALMIASUG   ,B ,Q,23.50,23.80,22.75,23.10,23.60,23.55,65,3529,82730.00,
