SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1094.00,1099.90,1065.00,1071.80,1071.80,1085.05,1580,8750,9464664.00,
500003,AEGIS LOGIS ,B ,Q,372.00,372.00,361.05,368.90,368.00,367.15,435,2473,907847.00,
500008,AMAR RAJA BA,A ,Q,669.00,706.10,669.00,695.25,695.25,663.65,5424,71848,49844024.00,
500009,A.SARABHAI  ,B ,Q,5.80,6.00,5.51,5.92,5.92,5.80,88,6178,36100.00,
500010,HDFC        ,A ,Q,1101.00,1117.00,1095.55,1112.30,1114.00,1101.15,2645,52729,58404918.00,
500012,ANDHRA PETRO,B ,Q,10.39,10.39,9.66,9.74,9.66,10.08,123,23074,229105.00,
500013,ANSAL INFRAS,B ,Q,32.10,32.10,31.05,31.10,31.10,32.45,171,15608,491677.00,
500014,APPLE FINANC,B ,Q,3.03,3.03,2.56,2.70,2.70,2.78,32,7701,21457.00,
500020,BOM DYEING  ,B ,Q,71.45,73.80,70.20,72.65,72.65,70.95,7048,618597,44732894.00,
500023,ASIANHOTNR  ,B ,Q,122.00,124.25,115.05,119.85,120.90,124.25,107,5490,652885.00,
500024,ASSAMCO     ,B ,Q,4.56,4.68,4.48,4.51,4.51,4.57,691,203115,922801.00,
500027,ATUL LTD.   ,A ,Q,1335.00,1370.00,1317.40,1323.35,1323.35,1322.85,1870,10330,13885733.00,
500028,ATV PROJECTS,T ,Q,3.18,3.47,3.18,3.47,3.47,3.31,42,9346,31553.00,
500029,AUTOLITE(I) ,B ,Q,34.85,37.95,31.40,37.20,37.20,33.20,823,55892,1944874.00,
500031,BAJAJ ELECT.,A ,Q,295.00,296.00,285.50,287.50,287.50,293.70,1959,40166,11642120.00,
500032,BAJAJHIND.LT,B ,Q,20.00,20.00,19.10,19.20,19.10,19.95,1012,240653,4696596.00,
500033,FORCE MOTR  ,B ,Q,1262.70,1298.80,1250.05,1263.70,1263.70,1253.45,9791,137672,175721395.00,
500034,BAJFINANCE  ,A ,Q,2887.85,2896.75,2855.00,2876.85,2876.85,2891.50,466,1675,4806812.00,
500038,BALRAM.CHINI,A ,Q,56.25,56.35,54.75,55.00,55.00,55.85,1068,59377,3280536.00,
500039,BANCO PROD. ,B ,Q,160.00,166.45,158.00,163.90,163.90,159.60,1415,38793,6335864.00,
500040,CENTURY TEXT,A ,Q,587.25,594.20,576.70,581.15,581.15,587.25,2221,58009,33839988.00,
500041,BANNARI AMAN,B ,Q,1280.00,1300.00,1265.00,1280.05,1280.00,1255.00,16,161,206156.00,
500042,BASF INDIA  ,B ,Q,1200.00,1218.00,1185.00,1190.25,1185.00,1200.55,341,2023,2420291.00,
500043,BATA INDIA  ,A ,Q,1251.90,1262.00,1231.40,1237.55,1237.55,1244.15,1067,11147,13871423.00,
500046,BEST&CROMPT.,Z ,Q,4.31,4.62,4.31,4.39,4.62,4.53,30,6739,29090.00,
500048,BEML LTD    ,A ,Q,685.10,750.00,685.00,728.80,728.80,681.25,27283,367491,266344856.00,
500049,BHARAT ELECT,A ,Q,2260.00,2364.75,2257.85,2274.90,2274.90,2231.55,9697,55821,128869910.00,
500051,BHAG GAS    ,Z ,Q,0.97,0.97,0.97,0.97,0.97,0.97,6,1700,1649.00,
500052,BHANSALI ENG,B ,Q,15.00,15.70,15.00,15.15,15.70,15.60,10,260,3925.00,
500055,BHUSH STEEL ,A ,Q,114.90,114.90,109.00,109.65,109.65,111.85,2124,84942,9418717.00,
500057,ABCIL       ,B ,Q,260.10,262.00,253.00,255.45,255.45,266.20,562,11092,2822178.00,
500058,BIHAR SPONGE,T ,Q,3.12,3.25,3.12,3.25,3.25,3.18,16,2350,7444.00,
500059,BINANI IND. ,B ,Q,117.70,117.70,112.00,112.60,112.60,117.30,616,28721,3271926.00,
500060,BIRLA ERIC. ,T ,Q,83.50,83.50,79.95,80.95,80.95,83.35,348,61286,4995439.00,
500067,BLUE STAR   ,B ,Q,353.00,354.00,346.05,351.50,352.00,353.85,451,4535,1592298.00,
500068,DISA INDIA  ,B ,Q,3525.00,3788.00,3525.00,3690.10,3700.00,3629.85,67,2143,7915123.00,
500069,BNK CAPITAL ,B ,Q,36.50,36.70,34.15,35.25,34.15,37.05,64,4868,173725.00,
500074,BPL LTD.    ,B ,Q,21.10,22.80,20.50,22.60,22.60,20.85,1201,132630,2940270.00,
500078,CAMPH.& ALL ,B ,Q,388.00,395.00,373.00,384.90,384.90,383.15,171,128289,47901618.00,
500083,CENTURY EXT ,B ,Q,1.95,1.99,1.81,1.94,1.94,1.89,385,37822,72647.00,
500084,CESC LTD.   ,A ,Q,692.00,698.80,662.05,664.20,664.20,688.70,3147,42663,28691866.00,
500085,CHAMBAL FERT,B ,Q,65.20,66.40,64.95,65.25,65.25,64.90,1988,126880,8326634.00,
500086,EXIDE IND.  ,A ,Q,161.80,163.90,161.25,162.95,162.95,160.75,2606,123158,20066920.00,
500087,CIPLA LTD.  ,A ,Q,651.00,651.80,640.00,643.10,643.10,650.65,3912,199328,128324767.00,
500089,DIC INDIA   ,B ,Q,418.40,435.65,411.10,414.65,414.65,422.65,379,2899,1219059.00,
500092,CRISIL LTD  ,A ,Q,1900.00,1950.00,1897.25,1918.45,1915.00,1889.85,1050,4025,7737606.00,
500093,CROMPT.GREAV,A ,Q,190.25,194.75,190.10,192.85,192.85,187.60,9184,504366,97316879.00,
500095,WYETH LTD.  ,B ,Q,1150.00,1159.00,1099.55,1125.45,1136.00,1131.95,293,2381,2696580.00,
500096,DABUR (I)   ,A ,Q,227.85,230.80,226.00,226.70,227.55,227.60,918,34663,7899869.00,
500097,DALMIASUG   ,B ,Q,21.35,22.90,21.25,22.75,22.90,22.15,52,2102,47185.00,
500101,ARVIND Ltd  ,A ,Q,299.05,300.00,288.00,289.75,289.75,298.90,12004,492236,143322886.00,
500102,BALARPUR IND,B ,Q,18.70,19.30,18.30,19.10,18.85,18.55,2416,747369,14071448.00,
500103,BHEL        ,A ,Q,249.70,256.00,249.25,251.10,251.10,249.10,6989,322148,81396093.00,
500104,HIND.PETRO  ,A ,Q,573.50,586.50,570.55,577.95,577.95,572.30,9911,295647,171186623.00,
500106,IFCI LTD    ,A ,Q,38.15,39.35,38.10,38.95,38.95,38.65,3572,812387,31480052.00,
500108,MAHA.TELE   ,B ,Q,31.10,31.15,30.10,30.25,30.25,30.60,2180,356382,10877253.00,
500109,MRPL        ,A ,Q,62.00,64.80,61.60,63.70,63.70,61.25,12981,1332889,84540531.00,
500110,CHENNAI PET.,B ,Q,94.85,96.20,93.70,94.20,94.20,94.25,2234,107187,10165416.00,
500111,REL.CAP.    ,A ,Q,468.00,478.80,465.30,468.40,468.40,467.95,17405,540064,254632413.00,
500112,STATE BANK  ,A ,Q,2753.50,2770.10,2730.20,2735.20,2735.20,2742.35,16389,220615,605842767.00,
500113,STEEL AUTH. ,A ,Q,83.90,85.05,82.00,83.05,83.00,83.40,3089,336502,28005112.00,
500114,TITAN       ,A ,Q,378.25,383.85,375.50,378.75,378.75,378.25,3791,125229,47572052.00,
500116,IDBI BANK L ,A ,Q,70.00,70.90,68.95,69.60,69.60,70.35,3294,258246,18028245.00,
500117,DCW LTD.    ,B ,Q,24.30,24.40,23.40,23.80,23.80,24.20,1070,211283,5040964.00,
500119,DHAMPUR SUGA,B ,Q,47.30,47.35,45.50,45.70,45.80,47.70,234,10771,499157.00,
500120,DIAMINES&CHM,B ,Q,36.75,39.00,35.10,37.95,38.00,36.75,220,13584,506842.00,
500123,ELANTAS     ,B ,Q,835.00,865.00,835.00,846.60,846.60,853.70,245,2829,2415350.00,
500124,DR.REDDY'S  ,A ,Q,3429.00,3460.00,3400.00,3442.60,3442.60,3397.15,2821,20122,69029306.00,
500125,E.I.D.PAR   ,A ,Q,220.25,223.10,218.60,221.65,221.05,221.30,657,16140,3570319.00,
500126,MERCK LTD   ,B ,Q,830.35,834.80,824.50,831.10,831.10,824.85,539,3648,3027052.00,
500128,ELEC.CASTING,B ,Q,19.70,20.60,19.60,20.30,20.30,19.80,1343,224731,4541595.00,
500132,EMPEE SUGARS,B ,Q,4.24,4.49,4.24,4.32,4.35,4.50,26,4870,20981.00,
500133,ESAB INDIA  ,B ,Q,640.40,640.40,623.00,629.80,623.00,637.80,226,1409,890844.00,
500134,ESSAR OIL   ,A ,Q,125.00,125.00,120.05,121.35,121.10,123.15,1768,76950,9395029.00,
500135,ESSEL PROP  ,B ,Q,119.40,124.00,118.00,121.50,121.50,117.65,3810,129513,15747890.00,
500136,ESTER INDUS.,B ,Q,26.65,27.85,26.25,26.55,26.75,26.65,167,21781,585380.00,
500139,FEDDER.LLYOD,B ,Q,72.00,73.75,71.90,72.30,72.10,71.30,523,21344,1552297.00,
500141,FERRO ALLOYS,B ,Q,8.01,8.20,7.55,7.64,7.64,7.95,331,116613,899047.00,
500144,FINOL. CABLE,A ,Q,243.00,243.00,231.05,236.75,235.20,245.15,1993,44151,10454683.00,
500145,FIRST LEASIN,Z ,Q,5.43,5.98,5.43,5.43,5.43,5.71,36,4751,26087.00,
500147,CMI FPE     ,B ,Q,516.50,528.00,485.00,492.00,490.00,521.30,95,2150,1099283.00,
500148,UFLEX LTD   ,B ,Q,164.95,164.95,162.55,163.65,163.65,164.05,718,33555,5487343.00,
500150,FOSECO INDIA,B ,Q,955.00,955.00,945.00,955.00,955.00,954.10,35,465,440961.00,
500151,GOLDEN TOB  ,B ,Q,42.95,43.75,36.00,38.95,38.95,39.95,2522,146129,5798128.00,
500153,GANESH BENZO,B ,Q,5.90,6.25,5.90,6.02,6.02,5.90,10,7950,48910.00,
500155,GARDEN SILK ,B ,Q,38.70,38.70,37.40,37.55,37.40,37.90,41,1881,70934.00,
500159,METROGLOBL  ,B ,Q,59.50,60.00,56.00,56.00,56.00,55.50,90,4287,246443.00,
500160,GTL LTD.    ,B ,Q,22.20,22.90,21.95,22.10,22.10,22.30,572,61460,1371418.00,
500163,GODFREY PH  ,B ,Q,3037.00,3037.00,2900.00,2966.95,2966.95,3090.15,1106,3200,9482285.00,
