SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1160.00,1179.00,1085.10,1149.65,1149.65,1155.65,8381,66320,75275374.00,
500003,AEGIS LOGIS ,B ,Q,346.20,350.00,342.55,345.40,346.00,346.50,629,4708,1630334.00,
500008,AMAR RAJA BA,A ,Q,629.90,679.90,629.90,658.65,658.65,627.25,6710,68332,45267865.00,
500009,A.SARABHAI  ,B ,Q,5.03,5.03,4.80,4.81,4.80,4.96,20,3170,15288.00,
500010,HDFC        ,A ,Q,1036.75,1053.00,1036.75,1046.70,1046.70,1036.15,4758,89952,94172453.00,
500012,ANDHRA PETRO,B ,Q,9.55,9.75,9.17,9.40,9.40,9.56,63,19297,180384.00,
500013,ANSAL INFRAS,B ,Q,30.65,32.40,30.25,31.05,31.10,29.80,478,484416,14687140.00,
500014,APPLE FINANC,B ,Q,2.80,2.95,2.60,2.94,2.95,2.71,50,23309,64732.00,
500020,BOM DYEING  ,B ,Q,64.95,65.60,64.55,65.20,65.20,64.90,1403,111277,7246005.00,
500023,ASIANHOTNR  ,B ,Q,126.25,126.25,126.25,126.25,126.25,128.85,2,5,631.00,
500024,ASSAMCO     ,B ,Q,4.48,4.50,4.41,4.47,4.47,4.46,301,295380,1316120.00,
500027,ATUL LTD.   ,A ,Q,1250.00,1250.00,1198.75,1212.45,1210.05,1248.50,1141,13416,16329509.00,
500028,ATV PROJECTS,T ,Q,2.94,3.23,2.94,3.00,3.01,3.08,36,6664,20566.00,
500029,AUTOLITE(I) ,B ,Q,27.35,27.35,26.40,27.35,27.35,27.05,6,200,5375.00,
500030,AUTORID.FIN ,B ,Q,2.03,2.03,2.03,2.03,2.03,2.25,2,1,2.00,
500031,BAJAJ ELECT.,A ,Q,284.00,286.80,282.40,284.10,284.10,284.30,1022,593871,168085928.00,
500032,BAJAJHIND.LT,B ,Q,19.85,20.20,19.65,19.90,19.90,19.80,1113,274252,5472387.00,
500033,FORCE MOTR  ,B ,Q,1273.80,1359.00,1269.70,1347.30,1347.30,1269.65,31620,528644,703841363.00,
500034,BAJFINANCE  ,A ,Q,2837.00,2865.00,2800.00,2814.90,2800.00,2837.00,381,1072,3042876.00,
500038,BALRAM.CHINI,A ,Q,56.75,57.30,55.85,56.15,56.15,56.35,758,46899,2655027.00,
500039,BANCO PROD. ,B ,Q,151.00,151.45,149.00,150.30,151.00,149.05,745,13437,2017481.00,
500040,CENTURY TEXT,A ,Q,523.05,526.80,516.50,522.00,522.00,522.40,1910,46948,24562278.00,
500041,BANNARI AMAN,B ,Q,1327.00,1327.00,1280.00,1285.90,1280.00,1292.50,53,136,177975.00,
500042,BASF INDIA  ,B ,Q,1204.00,1222.75,1188.00,1197.25,1197.25,1204.25,712,2945,3556187.00,
500043,BATA INDIA  ,A ,Q,1255.00,1258.40,1228.00,1244.15,1244.15,1238.50,1097,6460,8045029.00,
500046,BEST&CROMPT.,Z ,Q,3.79,3.90,3.77,3.90,3.90,3.96,16,2478,9542.00,
500048,BEML LTD    ,A ,Q,687.65,687.65,624.90,660.65,660.65,681.75,10248,130589,86389345.00,
500049,BHARAT ELECT,A ,Q,2078.85,2112.95,2040.25,2047.65,2047.65,2065.25,2013,10454,21599221.00,
